Order ID#,Quantity Ordered,MSRP,Our Price,Product Type
474,38," $14,100.00 "," $10,000.00 ",Classic Cars
475,39," $10,200.00 "," $10,000.00 ",Vintage Cars
476,33," $10,200.00 "," $9,966.00 ",Vintage Cars
477,32," $10,200.00 "," $10,000.00 ",Vintage Cars
478,31," $10,200.00 "," $10,000.00 ",Vintage Cars
479,50," $10,200.00 "," $10,000.00 ",Vintage Cars
480,48," $10,200.00 "," $9,144.00 ",Vintage Cars
481,43," $10,200.00 "," $10,000.00 ",Vintage Cars
482,25," $10,200.00 "," $8,733.00 ",Vintage Cars
483,28," $10,200.00 "," $10,000.00 ",Vintage Cars
484,36," $10,200.00 "," $10,000.00 ",Vintage Cars
485,27," $10,200.00 "," $8,938.00 ",Vintage Cars
486,25," $10,200.00 "," $10,000.00 ",Vintage Cars
487,40," $10,200.00 "," $10,000.00 ",Vintage Cars
488,34," $10,200.00 "," $9,555.00 ",Vintage Cars
489,50," $10,200.00 "," $10,000.00 ",Vintage Cars
490,38," $10,200.00 "," $10,000.00 ",Vintage Cars
491,37," $10,200.00 "," $9,555.00 ",Vintage Cars
492,43," $10,200.00 "," $8,938.00 ",Vintage Cars
493,43," $10,200.00 "," $8,630.00 ",Vintage Cars
494,46," $10,200.00 "," $9,513.00 ",Vintage Cars
495,42," $10,200.00 "," $3,611.00 ",Vintage Cars
496,50," $10,200.00 "," $5,018.00 ",Vintage Cars
497,44," $10,200.00 "," $10,000.00 ",Vintage Cars
498,27," $10,200.00 "," $9,316.00 ",Vintage Cars
499,35," $10,200.00 "," $10,000.00 ",Vintage Cars
500,51," $10,200.00 "," $9,555.00 ",Vintage Cars
501,41," $5,300.00 "," $5,014.00 ",Vintage Cars
502,48," $5,300.00 "," $4,906.00 ",Vintage Cars
503,42," $5,300.00 "," $5,499.00 ",Vintage Cars
504,49," $5,300.00 "," $4,313.00 ",Vintage Cars
505,30," $5,300.00 "," $5,822.00 ",Vintage Cars
506,45," $5,300.00 "," $5,121.00 ",Vintage Cars
507,48," $5,300.00 "," $4,421.00 ",Vintage Cars
508,32," $5,300.00 "," $5,445.00 ",Vintage Cars
509,46," $5,300.00 "," $5,337.00 ",Vintage Cars
510,48," $5,300.00 "," $6,361.00 ",Vintage Cars
511,33," $5,300.00 "," $4,313.00 ",Vintage Cars
512,31," $5,300.00 "," $4,852.00 ",Vintage Cars
513,20," $5,300.00 "," $5,822.00 ",Vintage Cars
514,29," $5,300.00 "," $5,175.00 ",Vintage Cars
515,27," $5,300.00 "," $5,768.00 ",Vintage Cars
516,24," $5,300.00 "," $5,607.00 ",Vintage Cars
517,37," $5,300.00 "," $4,852.00 ",Vintage Cars
518,25," $5,300.00 "," $4,421.00 ",Vintage Cars
519,41," $5,300.00 "," $5,768.00 ",Vintage Cars
520,27," $5,300.00 "," $8,989.00 ",Vintage Cars
521,21," $5,300.00 "," $5,895.00 ",Vintage Cars
522,22," $5,300.00 "," $7,241.00 ",Vintage Cars
523,32," $5,300.00 "," $9,863.00 ",Vintage Cars
524,25," $5,300.00 "," $5,283.00 ",Vintage Cars
525,42," $5,300.00 "," $10,000.00 ",Vintage Cars
526,25," $5,300.00 "," $5,175.00 ",Vintage Cars
527,37," $12,400.00 "," $10,000.00 ",Classic Cars
528,26," $12,400.00 "," $10,000.00 ",Classic Cars
529,44," $12,400.00 "," $9,955.00 ",Classic Cars
530,47," $12,400.00 "," $10,000.00 ",Classic Cars
531,43," $12,400.00 "," $10,000.00 ",Classic Cars
532,42," $12,400.00 "," $10,000.00 ",Classic Cars
533,42," $12,400.00 "," $10,000.00 ",Classic Cars
534,29," $12,400.00 "," $10,000.00 ",Classic Cars
535,40," $12,400.00 "," $10,000.00 ",Classic Cars
536,38," $12,400.00 "," $10,000.00 ",Classic Cars
537,38," $12,400.00 "," $10,000.00 ",Classic Cars
538,21," $12,400.00 "," $10,000.00 ",Classic Cars
539,24," $12,400.00 "," $10,000.00 ",Classic Cars
540,36," $12,400.00 "," $10,000.00 ",Classic Cars
541,23," $12,400.00 "," $10,000.00 ",Classic Cars
542,20," $12,400.00 "," $10,000.00 ",Classic Cars
543,32," $12,400.00 "," $10,000.00 ",Classic Cars
544,29," $12,400.00 "," $10,000.00 ",Classic Cars
545,44," $12,400.00 "," $10,000.00 ",Classic Cars
546,44," $12,400.00 "," $10,000.00 ",Classic Cars
547,36," $12,400.00 "," $10,000.00 ",Classic Cars
548,49," $12,400.00 "," $5,630.00 ",Classic Cars
549,34," $12,400.00 "," $4,264.00 ",Classic Cars
550,59," $12,400.00 "," $10,000.00 ",Classic Cars
551,37," $12,400.00 "," $10,000.00 ",Classic Cars
552,36," $15,700.00 "," $10,000.00 ",Planes
553,43," $15,700.00 "," $10,000.00 ",Planes
554,21," $15,700.00 "," $10,000.00 ",Planes
555,32," $15,700.00 "," $10,000.00 ",Planes
556,38," $15,700.00 "," $10,000.00 ",Planes
557,43," $15,700.00 "," $10,000.00 ",Planes
558,42," $15,700.00 "," $10,000.00 ",Planes
559,32," $15,700.00 "," $10,000.00 ",Planes
560,42," $15,700.00 "," $10,000.00 ",Planes
561,31," $15,700.00 "," $10,000.00 ",Planes
562,49," $15,700.00 "," $10,000.00 ",Planes
563,45," $15,700.00 "," $10,000.00 ",Planes
564,49," $15,700.00 "," $10,000.00 ",Planes
565,41," $15,700.00 "," $10,000.00 ",Planes
566,45," $15,700.00 "," $10,000.00 ",Planes
567,36," $15,700.00 "," $10,000.00 ",Planes
568,39," $15,700.00 "," $10,000.00 ",Planes
569,27," $15,700.00 "," $10,000.00 ",Planes
570,25," $15,700.00 "," $10,000.00 ",Planes
571,41," $15,700.00 "," $10,000.00 ",Planes
572,39," $15,700.00 "," $9,952.00 ",Planes
573,28," $15,700.00 "," $5,755.00 ",Planes
574,25," $15,700.00 "," $5,457.00 ",Planes
575,33," $15,700.00 "," $10,000.00 ",Planes
576,34," $15,700.00 "," $10,000.00 ",Planes
577,24," $15,700.00 "," $10,000.00 ",Planes
578,30," $17,000.00 "," $10,000.00 ",Vintage Cars
579,42," $17,000.00 "," $10,000.00 ",Vintage Cars
580,21," $17,000.00 "," $10,000.00 ",Vintage Cars
581,34," $17,000.00 "," $10,000.00 ",Vintage Cars
582,29," $17,000.00 "," $10,000.00 ",Vintage Cars
583,24," $17,000.00 "," $10,000.00 ",Vintage Cars
584,44," $17,000.00 "," $10,000.00 ",Vintage Cars
585,21," $17,000.00 "," $10,000.00 ",Vintage Cars
586,33," $17,000.00 "," $10,000.00 ",Vintage Cars
587,30," $17,000.00 "," $10,000.00 ",Vintage Cars
588,26," $17,000.00 "," $10,000.00 ",Vintage Cars
589,41," $17,000.00 "," $10,000.00 ",Vintage Cars
590,26," $17,000.00 "," $10,000.00 ",Vintage Cars
591,32," $17,000.00 "," $10,000.00 ",Vintage Cars
592,43," $17,000.00 "," $10,000.00 ",Vintage Cars
593,48," $17,000.00 "," $10,000.00 ",Vintage Cars
594,44," $17,000.00 "," $7,404.00 ",Vintage Cars
595,45," $17,000.00 "," $10,000.00 ",Vintage Cars
596,37," $17,000.00 "," $10,000.00 ",Vintage Cars
597,39," $17,000.00 "," $10,000.00 ",Vintage Cars
598,76," $17,000.00 "," $10,000.00 ",Vintage Cars
599,37," $17,000.00 "," $10,000.00 ",Vintage Cars
600,38," $7,700.00 "," $8,239.00 ",Classic Cars
601,43," $7,700.00 "," $7,238.00 ",Classic Cars
602,48," $7,700.00 "," $7,931.00 ",Classic Cars
603,26," $7,700.00 "," $8,239.00 ",Classic Cars
604,38," $7,700.00 "," $8,855.00 ",Classic Cars
605,20," $7,700.00 "," $6,314.00 ",Classic Cars
606,22," $7,700.00 "," $7,392.00 ",Classic Cars
607,45," $7,700.00 "," $9,086.00 ",Classic Cars
608,45," $7,700.00 "," $8,547.00 ",Classic Cars
609,20," $7,700.00 "," $6,698.00 ",Classic Cars
610,47," $7,700.00 "," $6,468.00 ",Classic Cars
611,46," $7,700.00 "," $7,392.00 ",Classic Cars
612,23," $7,700.00 "," $8,393.00 ",Classic Cars
613,33," $7,700.00 "," $7,469.00 ",Classic Cars
614,29," $7,700.00 "," $9,086.00 ",Classic Cars
615,44," $7,700.00 "," $8,239.00 ",Classic Cars
616,41," $7,700.00 "," $9,240.00 ",Classic Cars
617,20," $7,700.00 "," $9,163.00 ",Classic Cars
618,37," $7,700.00 "," $7,854.00 ",Classic Cars
619,29," $7,700.00 "," $10,000.00 ",Classic Cars
620,55," $7,700.00 "," $6,545.00 ",Classic Cars
621,22," $7,700.00 "," $10,000.00 ",Classic Cars
622,31," $7,700.00 "," $6,776.00 ",Classic Cars
623,49," $7,700.00 "," $7,922.00 ",Classic Cars
624,61," $7,700.00 "," $7,392.00 ",Classic Cars
625,39," $7,700.00 "," $8,393.00 ",Classic Cars
626,38," $14,200.00 "," $10,000.00 ",Classic Cars
627,31," $14,200.00 "," $10,000.00 ",Classic Cars
628,36," $14,200.00 "," $10,000.00 ",Classic Cars
629,25," $14,200.00 "," $10,000.00 ",Classic Cars
630,48," $14,200.00 "," $10,000.00 ",Classic Cars
631,35," $14,200.00 "," $10,000.00 ",Classic Cars
632,21," $14,200.00 "," $10,000.00 ",Classic Cars
633,47," $14,200.00 "," $10,000.00 ",Classic Cars
634,38," $14,200.00 "," $10,000.00 ",Classic Cars
635,41," $14,200.00 "," $10,000.00 ",Classic Cars
636,24," $14,200.00 "," $10,000.00 ",Classic Cars
637,37," $14,200.00 "," $10,000.00 ",Classic Cars
638,33," $14,200.00 "," $10,000.00 ",Classic Cars
639,49," $14,200.00 "," $10,000.00 ",Classic Cars
640,29," $14,200.00 "," $10,000.00 ",Classic Cars
641,24," $14,200.00 "," $10,000.00 ",Classic Cars
642,47," $14,200.00 "," $10,000.00 ",Classic Cars
643,24," $14,200.00 "," $10,000.00 ",Classic Cars
644,25," $14,200.00 "," $10,000.00 ",Classic Cars
645,30," $14,200.00 "," $3,247.00 ",Classic Cars
646,22," $14,200.00 "," $10,000.00 ",Classic Cars
647,27," $14,200.00 "," $6,469.00 ",Classic Cars
648,34," $14,200.00 "," $10,000.00 ",Classic Cars
649,36," $14,200.00 "," $10,000.00 ",Classic Cars
650,34," $14,200.00 "," $4,305.00 ",Classic Cars
651,48," $14,200.00 "," $10,000.00 ",Classic Cars
652,34," $14,200.00 "," $10,000.00 ",Classic Cars
653,24," $16,300.00 "," $10,000.00 ",Classic Cars
654,46," $16,300.00 "," $10,000.00 ",Classic Cars
655,45," $16,300.00 "," $10,000.00 ",Classic Cars
656,39," $16,300.00 "," $10,000.00 ",Classic Cars
657,43," $16,300.00 "," $10,000.00 ",Classic Cars
658,29," $16,300.00 "," $10,000.00 ",Classic Cars
659,20," $16,300.00 "," $10,000.00 ",Classic Cars
660,46," $16,300.00 "," $10,000.00 ",Classic Cars
661,27," $16,300.00 "," $10,000.00 ",Classic Cars
662,44," $16,300.00 "," $10,000.00 ",Classic Cars
663,43," $16,300.00 "," $10,000.00 ",Classic Cars
664,49," $16,300.00 "," $10,000.00 ",Classic Cars
665,40," $16,300.00 "," $10,000.00 ",Classic Cars
666,30," $16,300.00 "," $10,000.00 ",Classic Cars
667,50," $16,300.00 "," $10,000.00 ",Classic Cars
668,23," $16,300.00 "," $10,000.00 ",Classic Cars
669,26," $16,300.00 "," $10,000.00 ",Classic Cars
670,27," $16,300.00 "," $10,000.00 ",Classic Cars
671,42," $16,300.00 "," $10,000.00 ",Classic Cars
672,47," $16,300.00 "," $10,000.00 ",Classic Cars
673,49," $16,300.00 "," $10,000.00 ",Classic Cars
674,38," $16,300.00 "," $10,000.00 ",Classic Cars
675,20," $16,300.00 "," $10,000.00 ",Classic Cars
676,25," $16,300.00 "," $10,000.00 ",Classic Cars
677,25," $16,300.00 "," $8,800.00 ",Classic Cars
678,41," $16,300.00 "," $10,000.00 ",Classic Cars
679,28," $16,300.00 "," $10,000.00 ",Classic Cars
680,50," $6,000.00 "," $6,780.00 ",Vintage Cars
681,32," $6,000.00 "," $5,025.00 ",Vintage Cars
682,42," $6,000.00 "," $5,388.00 ",Vintage Cars
683,24," $6,000.00 "," $6,236.00 ",Vintage Cars
684,27," $6,000.00 "," $6,962.00 ",Vintage Cars
685,26," $6,000.00 "," $5,751.00 ",Vintage Cars
686,38," $6,000.00 "," $6,115.00 ",Vintage Cars
687,42," $6,000.00 "," $5,933.00 ",Vintage Cars
688,23," $6,000.00 "," $7,144.00 ",Vintage Cars
689,21," $6,000.00 "," $6,296.00 ",Vintage Cars
690,28," $6,000.00 "," $5,085.00 ",Vintage Cars
691,33," $6,000.00 "," $7,265.00 ",Vintage Cars
692,25," $6,000.00 "," $6,296.00 ",Vintage Cars
693,28," $6,000.00 "," $6,175.00 ",Vintage Cars
694,46," $6,000.00 "," $4,904.00 ",Vintage Cars
695,30," $6,000.00 "," $6,115.00 ",Vintage Cars
696,38," $6,000.00 "," $8,425.00 ",Vintage Cars
697,40," $6,000.00 "," $5,691.00 ",Vintage Cars
698,45," $6,000.00 "," $10,000.00 ",Vintage Cars
699,27," $6,000.00 "," $4,930.00 ",Vintage Cars
700,42," $6,000.00 "," $7,265.00 ",Vintage Cars
701,36," $6,000.00 "," $6,357.00 ",Vintage Cars
702,29," $12,200.00 "," $10,000.00 ",Trucks and Buses
703,39," $12,200.00 "," $10,000.00 ",Trucks and Buses
704,45," $12,200.00 "," $10,000.00 ",Trucks and Buses
705,47," $12,200.00 "," $10,000.00 ",Trucks and Buses
706,49," $12,200.00 "," $10,000.00 ",Trucks and Buses
707,46," $12,200.00 "," $10,000.00 ",Trucks and Buses
708,48," $12,200.00 "," $10,000.00 ",Trucks and Buses
709,46," $12,200.00 "," $10,000.00 ",Trucks and Buses
710,35," $12,200.00 "," $10,000.00 ",Trucks and Buses
711,43," $12,200.00 "," $10,000.00 ",Trucks and Buses
712,26," $12,200.00 "," $10,000.00 ",Trucks and Buses
713,22," $12,200.00 "," $9,818.00 ",Trucks and Buses
714,34," $12,200.00 "," $9,941.00 ",Trucks and Buses
715,50," $12,200.00 "," $10,000.00 ",Trucks and Buses
716,48," $12,200.00 "," $10,000.00 ",Trucks and Buses
717,41," $12,200.00 "," $10,000.00 ",Trucks and Buses
718,36," $12,200.00 "," $10,000.00 ",Trucks and Buses
719,29," $12,200.00 "," $10,000.00 ",Trucks and Buses
720,33," $12,200.00 "," $3,747.00 ",Trucks and Buses
721,46," $12,200.00 "," $10,000.00 ",Trucks and Buses
722,38," $12,200.00 "," $10,000.00 ",Trucks and Buses
723,20," $12,200.00 "," $3,642.00 ",Trucks and Buses
724,22," $12,200.00 "," $10,000.00 ",Trucks and Buses
725,27," $12,200.00 "," $10,000.00 ",Trucks and Buses
726,56," $12,200.00 "," $9,818.00 ",Trucks and Buses
727,38," $12,200.00 "," $9,941.00 ",Trucks and Buses
728,25," $12,700.00 "," $10,000.00 ",Vintage Cars
729,33," $12,700.00 "," $10,000.00 ",Vintage Cars
730,42," $12,700.00 "," $10,000.00 ",Vintage Cars
731,33," $12,700.00 "," $10,000.00 ",Vintage Cars
732,38," $12,700.00 "," $10,000.00 ",Vintage Cars
733,31," $12,700.00 "," $10,000.00 ",Vintage Cars
734,20," $12,700.00 "," $10,000.00 ",Vintage Cars
735,44," $12,700.00 "," $10,000.00 ",Vintage Cars
736,26," $12,700.00 "," $10,000.00 ",Vintage Cars
737,27," $12,700.00 "," $10,000.00 ",Vintage Cars
738,46," $12,700.00 "," $10,000.00 ",Vintage Cars
739,47," $12,700.00 "," $10,000.00 ",Vintage Cars
740,37," $12,700.00 "," $10,000.00 ",Vintage Cars
741,31," $12,700.00 "," $10,000.00 ",Vintage Cars
742,24," $12,700.00 "," $10,000.00 ",Vintage Cars
743,31," $12,700.00 "," $10,000.00 ",Vintage Cars
744,50," $12,700.00 "," $10,000.00 ",Vintage Cars
745,35," $12,700.00 "," $6,469.00 ",Vintage Cars
746,30," $12,700.00 "," $10,000.00 ",Vintage Cars
747,29," $12,700.00 "," $10,000.00 ",Vintage Cars
748,27," $12,700.00 "," $10,000.00 ",Vintage Cars
749,40," $12,700.00 "," $10,000.00 ",Vintage Cars
750,31," $12,700.00 "," $9,899.00 ",Vintage Cars
751,6," $12,700.00 "," $10,000.00 ",Vintage Cars
752,45," $12,700.00 "," $10,000.00 ",Vintage Cars
753,22," $6,000.00 "," $5,409.00 ",Trucks and Buses
754,45," $6,000.00 "," $6,867.00 ",Trucks and Buses
755,43," $6,000.00 "," $6,502.00 ",Trucks and Buses
756,46," $6,000.00 "," $6,199.00 ",Trucks and Buses
757,39," $6,000.00 "," $6,928.00 ",Trucks and Buses
758,31," $6,000.00 "," $7,109.00 ",Trucks and Buses
759,41," $6,000.00 "," $6,928.00 ",Trucks and Buses
760,44," $6,000.00 "," $6,016.00 ",Trucks and Buses
761,45," $6,000.00 "," $7,048.00 ",Trucks and Buses
762,37," $6,000.00 "," $6,989.00 ",Trucks and Buses
763,35," $6,000.00 "," $6,138.00 ",Trucks and Buses
764,28," $6,000.00 "," $5,955.00 ",Trucks and Buses
765,30," $6,000.00 "," $6,199.00 ",Trucks and Buses
766,30," $6,000.00 "," $4,922.00 ",Trucks and Buses
767,25," $6,000.00 "," $6,928.00 ",Trucks and Buses
768,29," $6,000.00 "," $5,773.00 ",Trucks and Buses
769,26," $6,000.00 "," $5,773.00 ",Trucks and Buses
770,41," $6,000.00 "," $5,348.00 ",Trucks and Buses
771,34," $6,000.00 "," $5,287.00 ",Trucks and Buses
772,35," $6,000.00 "," $6,121.00 ",Trucks and Buses
773,34," $6,000.00 "," $6,138.00 ",Trucks and Buses
774,50," $6,000.00 "," $10,000.00 ",Trucks and Buses
775,41," $6,000.00 "," $6,199.00 ",Trucks and Buses
776,22," $6,000.00 "," $9,686.00 ",Trucks and Buses
777,35," $6,000.00 "," $4,862.00 ",Trucks and Buses
778,44," $6,000.00 "," $3,850.00 ",Trucks and Buses
779,47," $6,000.00 "," $6,199.00 ",Trucks and Buses
780,19," $6,000.00 "," $4,922.00 ",Trucks and Buses
781,34," $8,400.00 "," $9,039.00 ",Planes
782,29," $8,400.00 "," $7,181.00 ",Planes
783,49," $8,400.00 "," $6,927.00 ",Planes
784,30," $8,400.00 "," $8,532.00 ",Planes
785,21," $8,400.00 "," $7,095.00 ",Planes
786,50," $8,400.00 "," $7,688.00 ",Planes
787,47," $8,400.00 "," $10,000.00 ",Planes
788,24," $8,400.00 "," $7,603.00 ",Planes
789,27," $8,400.00 "," $9,884.00 ",Planes
790,33," $8,400.00 "," $8,617.00 ",Planes
791,35," $8,400.00 "," $9,039.00 ",Planes
792,31," $8,400.00 "," $7,181.00 ",Planes
793,25," $8,400.00 "," $8,279.00 ",Planes
794,27," $8,400.00 "," $8,279.00 ",Planes
795,31," $8,400.00 "," $10,000.00 ",Planes
796,45," $8,400.00 "," $10,000.00 ",Planes
797,27," $8,400.00 "," $10,000.00 ",Planes
798,27," $8,400.00 "," $10,000.00 ",Planes
799,42," $8,400.00 "," $6,927.00 ",Planes
800,21," $8,400.00 "," $7,477.00 ",Planes
801,34," $8,400.00 "," $7,688.00 ",Planes
802,42," $8,400.00 "," $7,603.00 ",Planes
803,15," $8,400.00 "," $9,884.00 ",Planes
804,29," $6,000.00 "," $7,087.00 ",Motorcycles
805,46," $6,000.00 "," $5,815.00 ",Motorcycles
806,30," $6,000.00 "," $6,178.00 ",Motorcycles
807,30," $6,000.00 "," $4,967.00 ",Motorcycles
808,42," $6,000.00 "," $5,148.00 ",Motorcycles
809,46," $6,000.00 "," $6,118.00 ",Motorcycles
810,25," $6,000.00 "," $6,420.00 ",Motorcycles
811,32," $6,000.00 "," $6,542.00 ",Motorcycles
812,30," $6,000.00 "," $6,481.00 ",Motorcycles
813,40," $6,000.00 "," $4,967.00 ",Motorcycles
814,28," $6,000.00 "," $6,057.00 ",Motorcycles
815,23," $6,000.00 "," $5,572.00 ",Motorcycles
816,29," $6,000.00 "," $6,118.00 ",Motorcycles
817,34," $6,000.00 "," $5,875.00 ",Motorcycles
818,37," $6,000.00 "," $6,360.00 ",Motorcycles
819,20," $6,000.00 "," $4,906.00 ",Motorcycles
820,32," $6,000.00 "," $4,846.00 ",Motorcycles
821,34," $6,000.00 "," $5,209.00 ",Motorcycles
822,42," $6,000.00 "," $5,270.00 ",Motorcycles
823,38," $6,000.00 "," $10,000.00 ",Motorcycles
824,30," $6,000.00 "," $6,216.00 ",Motorcycles
825,23," $6,000.00 "," $4,967.00 ",Motorcycles
826,22," $6,000.00 "," $5,330.00 ",Motorcycles
827,39," $6,000.00 "," $10,000.00 ",Motorcycles
828,55," $6,000.00 "," $5,572.00 ",Motorcycles
829,36," $6,000.00 "," $6,118.00 ",Motorcycles
830,26," $16,800.00 "," $10,000.00 ",Vintage Cars
831,31," $16,800.00 "," $10,000.00 ",Vintage Cars
832,34," $16,800.00 "," $10,000.00 ",Vintage Cars
833,41," $16,800.00 "," $10,000.00 ",Vintage Cars
834,23," $16,800.00 "," $10,000.00 ",Vintage Cars
835,48," $16,800.00 "," $10,000.00 ",Vintage Cars
836,22," $16,800.00 "," $10,000.00 ",Vintage Cars
837,21," $16,800.00 "," $10,000.00 ",Vintage Cars
838,22," $16,800.00 "," $10,000.00 ",Vintage Cars
839,40," $16,800.00 "," $10,000.00 ",Vintage Cars
840,50," $16,800.00 "," $10,000.00 ",Vintage Cars
841,29," $16,800.00 "," $10,000.00 ",Vintage Cars
842,43," $16,800.00 "," $10,000.00 ",Vintage Cars
843,24," $16,800.00 "," $10,000.00 ",Vintage Cars
844,22," $16,800.00 "," $10,000.00 ",Vintage Cars
845,43," $16,800.00 "," $10,000.00 ",Vintage Cars
846,20," $16,800.00 "," $10,000.00 ",Vintage Cars
847,25," $16,800.00 "," $10,000.00 ",Vintage Cars
848,36," $16,800.00 "," $10,000.00 ",Vintage Cars
849,24," $16,800.00 "," $5,267.00 ",Vintage Cars
850,21," $16,800.00 "," $10,000.00 ",Vintage Cars
851,30," $16,800.00 "," $10,000.00 ",Vintage Cars
852,32," $16,800.00 "," $9,479.00 ",Vintage Cars
853,21," $16,800.00 "," $4,718.00 ",Vintage Cars
854,26," $16,800.00 "," $7,811.00 ",Vintage Cars
855,35," $16,800.00 "," $10,000.00 ",Vintage Cars
856,26," $13,200.00 "," $10,000.00 ",Classic Cars
857,46," $13,200.00 "," $10,000.00 ",Classic Cars
858,37," $13,200.00 "," $10,000.00 ",Classic Cars
859,27," $13,200.00 "," $10,000.00 ",Classic Cars
860,23," $13,200.00 "," $10,000.00 ",Classic Cars
861,39," $13,200.00 "," $10,000.00 ",Classic Cars
862,27," $13,200.00 "," $10,000.00 ",Classic Cars
863,38," $13,200.00 "," $10,000.00 ",Classic Cars
864,27," $13,200.00 "," $10,000.00 ",Classic Cars
865,40," $13,200.00 "," $10,000.00 ",Classic Cars
866,24," $13,200.00 "," $10,000.00 ",Classic Cars
867,44," $13,200.00 "," $10,000.00 ",Classic Cars
868,37," $13,200.00 "," $10,000.00 ",Classic Cars
869,20," $13,200.00 "," $10,000.00 ",Classic Cars
870,39," $13,200.00 "," $10,000.00 ",Classic Cars
871,44," $13,200.00 "," $10,000.00 ",Classic Cars
872,22," $13,200.00 "," $10,000.00 ",Classic Cars
873,43," $13,200.00 "," $10,000.00 ",Classic Cars
874,27," $13,200.00 "," $10,000.00 ",Classic Cars
875,26," $13,200.00 "," $6,490.00 ",Classic Cars
876,25," $13,200.00 "," $5,232.00 ",Classic Cars
877,49," $13,200.00 "," $10,000.00 ",Classic Cars
878,29," $13,200.00 "," $10,000.00 ",Classic Cars
879,41," $13,200.00 "," $10,000.00 ",Classic Cars
880,55," $13,200.00 "," $10,000.00 ",Classic Cars
881,27," $10,100.00 "," $8,307.00 ",Vintage Cars
882,23," $10,100.00 "," $10,000.00 ",Vintage Cars
883,31," $10,100.00 "," $9,017.00 ",Vintage Cars
884,46," $10,100.00 "," $10,000.00 ",Vintage Cars
885,47," $10,100.00 "," $9,118.00 ",Vintage Cars
886,31," $10,100.00 "," $10,000.00 ",Vintage Cars
887,46," $10,100.00 "," $10,000.00 ",Vintage Cars
888,37," $10,100.00 "," $8,915.00 ",Vintage Cars
889,28," $10,100.00 "," $9,321.00 ",Vintage Cars
890,37," $10,100.00 "," $9,017.00 ",Vintage Cars
891,49," $10,100.00 "," $10,000.00 ",Vintage Cars
892,24," $10,100.00 "," $10,000.00 ",Vintage Cars
893,30," $10,100.00 "," $10,000.00 ",Vintage Cars
894,50," $10,100.00 "," $8,814.00 ",Vintage Cars
895,31," $10,100.00 "," $9,624.00 ",Vintage Cars
896,46," $10,100.00 "," $10,000.00 ",Vintage Cars
897,47," $10,100.00 "," $10,000.00 ",Vintage Cars
898,46," $10,100.00 "," $10,000.00 ",Vintage Cars
899,37," $10,100.00 "," $10,000.00 ",Vintage Cars
900,33," $10,100.00 "," $10,000.00 ",Vintage Cars
901,31," $10,100.00 "," $9,017.00 ",Vintage Cars
902,48," $10,100.00 "," $10,000.00 ",Vintage Cars
903,41," $10,100.00 "," $8,713.00 ",Vintage Cars
904,42," $10,100.00 "," $10,000.00 ",Vintage Cars
905,41," $10,100.00 "," $10,000.00 ",Vintage Cars
906,32," $10,100.00 "," $4,525.00 ",Vintage Cars
907,10," $10,100.00 "," $8,814.00 ",Vintage Cars
908,35," $6,200.00 "," $5,746.00 ",Vintage Cars
909,28," $6,200.00 "," $6,433.00 ",Vintage Cars
910,46," $6,200.00 "," $7,370.00 ",Vintage Cars
911,20," $6,200.00 "," $7,120.00 ",Vintage Cars
912,30," $6,200.00 "," $4,997.00 ",Vintage Cars
913,48," $6,200.00 "," $6,995.00 ",Vintage Cars
914,28," $6,200.00 "," $5,372.00 ",Vintage Cars
915,39," $6,200.00 "," $6,808.00 ",Vintage Cars
916,24," $6,200.00 "," $5,184.00 ",Vintage Cars
917,28," $6,200.00 "," $6,745.00 ",Vintage Cars
918,31," $6,200.00 "," $5,871.00 ",Vintage Cars
919,45," $6,200.00 "," $6,371.00 ",Vintage Cars
920,24," $6,200.00 "," $5,809.00 ",Vintage Cars
921,49," $6,200.00 "," $5,372.00 ",Vintage Cars
922,32," $6,200.00 "," $6,308.00 ",Vintage Cars
923,43," $6,200.00 "," $6,870.00 ",Vintage Cars
924,37," $6,200.00 "," $5,059.00 ",Vintage Cars
925,24," $6,200.00 "," $6,495.00 ",Vintage Cars
926,35," $6,200.00 "," $5,372.00 ",Vintage Cars
927,41," $6,200.00 "," $2,987.00 ",Vintage Cars
928,26," $6,200.00 "," $10,000.00 ",Vintage Cars
929,34," $6,200.00 "," $6,495.00 ",Vintage Cars
930,49," $6,200.00 "," $7,058.00 ",Vintage Cars
931,28," $6,200.00 "," $4,421.00 ",Vintage Cars
932,40," $6,200.00 "," $6,808.00 ",Vintage Cars
933,37," $6,200.00 "," $5,996.00 ",Vintage Cars
934,31," $6,200.00 "," $5,372.00 ",Vintage Cars
935,41," $8,600.00 "," $8,344.00 ",Ships
936,21," $8,600.00 "," $8,946.00 ",Ships
937,40," $8,600.00 "," $9,634.00 ",Ships
938,46," $8,600.00 "," $7,484.00 ",Ships
939,44," $8,600.00 "," $7,914.00 ",Ships
940,46," $8,600.00 "," $7,312.00 ",Ships
941,41," $8,600.00 "," $8,172.00 ",Ships
942,32," $8,600.00 "," $8,946.00 ",Ships
943,46," $8,600.00 "," $8,774.00 ",Ships
944,28," $8,600.00 "," $10,000.00 ",Ships
945,49," $8,600.00 "," $9,462.00 ",Ships
946,21," $8,600.00 "," $7,398.00 ",Ships
947,32," $8,600.00 "," $8,430.00 ",Ships
948,34," $8,600.00 "," $9,806.00 ",Ships
949,21," $8,600.00 "," $9,806.00 ",Ships
950,21," $8,600.00 "," $9,634.00 ",Ships
