Order ID#,Date of Order,Order Status,Customer Name,Customer Address,City,Country
578,2003-01-06T00:00:00Z,Shipped,Online Diecast Creations Co.,2304 Long Airport Avenue,Nashua,USA
579,2003-03-18T00:00:00Z,Shipped,"AV Stores, Co.",Fauntleroy Circus,Manchester,UK
580,2003-05-21T00:00:00Z,Shipped,Signal Gift Stores,8489 Strong St.,Las Vegas,USA
581,2003-09-12T00:00:00Z,Shipped,Signal Collectibles Ltd.,2793 Furth Circle,Brisbane,USA
582,2003-10-18T00:00:00Z,Shipped,Corporate Gift Ideas Co.,7734 Strong St.,San Francisco,USA
583,2003-11-05T00:00:00Z,Shipped,Rovelli Gifts,Via Ludovico il Moro 22,Bergamo,Italy
584,2003-11-12T00:00:00Z,Shipped,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA
585,2003-11-21T00:00:00Z,Shipped,"Australian Collectables, Ltd",7 Allen Street,Glen Waverly,Australia
586,2003-12-02T00:00:00Z,Shipped,Muscle Machine Inc,4092 Furth Circle,NYC,USA
587,2004-01-26T00:00:00Z,Shipped,"Corrida Auto Replicas, Ltd","C/ Araquil, 67",Madrid,Spain
588,2004-03-02T00:00:00Z,Shipped,"Saveley & Henriot, Co.","2, rue du Commerce",Lyon,France
589,2004-04-13T00:00:00Z,Shipped,Mini Caravy,"24, place Kluber",Strasbourg,France
590,2004-08-17T00:00:00Z,Shipped,Amica Models & Co.,Via Monte Bianco 34,Torino,Italy
591,2004-09-01T00:00:00Z,Shipped,Handji Gifts& Co,Village Close - 106 Linden Road Sandown,Singapore,Singapore
592,2003-10-06T00:00:00Z,Shipped,"UK Collectables, Ltd.",Berkeley Gardens 12  Brewery,Liverpool,UK
593,2004-10-21T00:00:00Z,Shipped,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA
594,2004-11-17T00:00:00Z,Shipped,Motor Mint Distributors Inc.,11328 Douglas Av.,Philadelphia,USA
595,2004-11-25T00:00:00Z,Shipped,Marseille Mini Autos,"12, rue des Bouchers",Marseille,France
596,2005-01-12T00:00:00Z,Resolved,Toys4GrownUps.com,78934 Hillside Dr.,Pasadena,USA
597,2005-02-10T00:00:00Z,Shipped,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain
598,2005-04-22T00:00:00Z,On Hold,The Sharp Gifts Warehouse,3086 Ingle Ln.,San Jose,USA
599,2005-05-29T00:00:00Z,In Process,Souveniers And Things Co.,"Monitor Money Building, 815 Pacific Hwy",Chatswood,Australia
600,2003-03-03T00:00:00Z,Shipped,Cruz & Sons Co.,15 McCallum Street - NatWest Center #13-03,Makati City,Philippines
601,2003-05-08T00:00:00Z,Shipped,Marseille Mini Autos,"12, rue des Bouchers",Marseille,France
602,2003-07-02T00:00:00Z,Shipped,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA
603,2003-09-05T00:00:00Z,Shipped,Collectables For Less Inc.,7825 Douglas Av.,Brickhaven,USA
604,2003-10-11T00:00:00Z,Shipped,"Men 'R' US Retailers, Ltd.",6047 Douglas Av.,Los Angeles,USA
605,2003-11-04T00:00:00Z,Shipped,Mini Auto Werke,Kirchgasse 6,Graz,Austria
606,2003-11-12T00:00:00Z,Shipped,Herkku Gifts,"Drammen 121, PR 744 Sentrum",Bergen,Norway
607,2003-11-20T00:00:00Z,Shipped,Online Diecast Creations Co.,2304 Long Airport Avenue,Nashua,USA
608,2003-12-02T00:00:00Z,Shipped,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain
609,2004-01-16T00:00:00Z,Shipped,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain
610,2004-02-22T00:00:00Z,Shipped,"Vida Sport, Ltd",Grenzacherweg 237,Gensve,Switzerland
611,2004-04-12T00:00:00Z,Shipped,"Oulu Toy Supplies, Inc.",Torikatu 38,Oulu,Finland
612,2004-06-01T00:00:00Z,Cancelled,"UK Collectables, Ltd.",Berkeley Gardens 12  Brewery,Liverpool,UK
613,2004-07-06T00:00:00Z,Shipped,L'ordine Souveniers,Strada Provinciale 124,Reggio Emilia,Italy
614,2004-08-06T00:00:00Z,Shipped,Signal Gift Stores,8489 Strong St.,Las Vegas,USA
615,2004-08-30T00:00:00Z,Shipped,"Vida Sport, Ltd",Grenzacherweg 237,Gensve,Switzerland
616,2003-10-04T00:00:00Z,Shipped,"Blauer See Auto, Co.",Lyonerstr. 34,Frankfurt,Germany
617,2004-10-16T00:00:00Z,Shipped,"Toms Spezialitten, Ltd",Mehrheimerstr. 369,Koln,Germany
618,2004-11-04T00:00:00Z,Shipped,FunGiftIdeas.com,1785 First Street,New Bedford,USA
619,2004-11-15T00:00:00Z,Shipped,Land of Toys Inc.,897 Long Airport Avenue,NYC,USA
620,2004-11-24T00:00:00Z,Shipped,"Australian Collectors, Co.",636 St Kilda Road,Melbourne,Australia
621,2005-01-06T00:00:00Z,Shipped,Suominen Souveniers,"Software Engineering Center, SEC Oy",Espoo,Finland
622,2005-02-09T00:00:00Z,Shipped,"Toys of Finland, Co.",Keskuskatu 45,Helsinki,Finland
623,2005-03-03T00:00:00Z,Shipped,Scandinavian Gift Ideas,?kergatan 24,Boras,Sweden
624,2005-04-14T00:00:00Z,Shipped,Mini Caravy,"24, place Kluber",Strasbourg,France
625,2005-05-17T00:00:00Z,Shipped,Salzburg Collectables,Geislweg 14,Salzburg,Austria
626,2003-03-10T00:00:00Z,Shipped,Motor Mint Distributors Inc.,11328 Douglas Av.,Philadelphia,USA
627,2003-05-08T00:00:00Z,Shipped,Marseille Mini Autos,"12, rue des Bouchers",Marseille,France
628,2003-07-04T00:00:00Z,Shipped,Alpha Cognac,1 rue Alsace-Lorraine,Toulouse,France
629,2003-09-11T00:00:00Z,Shipped,"Anna's Decorations, Ltd",201 Miller Street,North Sydney,Australia
630,2003-10-17T00:00:00Z,Shipped,Heintze Collectables,Smagsloget 45,Aaarhus,Denmark
631,2003-11-05T00:00:00Z,Shipped,Quebec Home Shopping Network,43 rue St. Laurent,Montreal,Canada
632,2003-11-12T00:00:00Z,Shipped,Herkku Gifts,"Drammen 121, PR 744 Sentrum",Bergen,Norway
633,2003-11-20T00:00:00Z,Shipped,Online Diecast Creations Co.,2304 Long Airport Avenue,Nashua,USA
634,2003-12-02T00:00:00Z,Shipped,Muscle Machine Inc,4092 Furth Circle,NYC,USA
635,2004-01-16T00:00:00Z,Shipped,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain
636,2004-02-26T00:00:00Z,Shipped,Collectable Mini Designs Co.,361 Furth Circle,San Diego,USA
637,2004-04-13T00:00:00Z,Shipped,Osaka Souveniers Co.,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,Japan
638,2004-06-01T00:00:00Z,Cancelled,"UK Collectables, Ltd.",Berkeley Gardens 12  Brewery,Liverpool,UK
639,2004-07-06T00:00:00Z,Shipped,L'ordine Souveniers,Strada Provinciale 124,Reggio Emilia,Italy
640,2004-08-06T00:00:00Z,Shipped,Signal Gift Stores,8489 Strong St.,Las Vegas,USA
641,2004-08-30T00:00:00Z,Shipped,"Vida Sport, Ltd",Grenzacherweg 237,Gensve,Switzerland
642,2003-10-05T00:00:00Z,Shipped,"Norway Gifts By Mail, Co.","Drammensveien 126 A, PB 744 Sentrum",Oslo,Norway
643,2004-10-16T00:00:00Z,Shipped,"Toms Spezialitten, Ltd",Mehrheimerstr. 369,Koln,Germany
644,2004-11-04T00:00:00Z,Shipped,FunGiftIdeas.com,1785 First Street,New Bedford,USA
645,2004-11-17T00:00:00Z,Shipped,Motor Mint Distributors Inc.,11328 Douglas Av.,Philadelphia,USA
646,2004-11-24T00:00:00Z,Shipped,"Australian Collectors, Co.",636 St Kilda Road,Melbourne,Australia
647,2004-12-09T00:00:00Z,Shipped,Lyon Souveniers,27 rue du Colonel Pierre Avia,Paris,France
648,2005-01-10T00:00:00Z,Shipped,Royale Belge,"Boulevard Tirou, 255",Charleroi,Belgium
649,2005-02-09T00:00:00Z,Shipped,"Toys of Finland, Co.",Keskuskatu 45,Helsinki,Finland
650,2005-03-04T00:00:00Z,Shipped,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA
651,2005-04-15T00:00:00Z,Disputed,Danish Wholesale Imports,Vinb'ltet 34,Kobenhavn,Denmark
652,2005-05-17T00:00:00Z,Shipped,Salzburg Collectables,Geislweg 14,Salzburg,Austria
653,2003-01-31T00:00:00Z,Shipped,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain
654,2003-04-04T00:00:00Z,Shipped,Classic Legends Inc.,5905 Pompton St.,NYC,USA
655,2003-06-03T00:00:00Z,Shipped,Muscle Machine Inc,4092 Furth Circle,NYC,USA
656,2003-08-01T00:00:00Z,Shipped,Suominen Souveniers,"Software Engineering Center, SEC Oy",Espoo,Finland
657,2003-09-21T00:00:00Z,Shipped,"Oulu Toy Supplies, Inc.",Torikatu 38,Oulu,Finland
658,2003-10-22T00:00:00Z,Shipped,"Dragon Souveniers, Ltd.","Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Singapore
659,2003-11-06T00:00:00Z,Shipped,L'ordine Souveniers,Strada Provinciale 124,Reggio Emilia,Italy
660,2003-11-14T00:00:00Z,Shipped,"Iberia Gift Imports, Corp.","C/ Romero, 33",Sevilla,Spain
661,2003-11-25T00:00:00Z,Shipped,Mini Classics,3758 North Pendale Street,White Plains,USA
662,2003-12-09T00:00:00Z,Shipped,Diecast Collectables,6251 Ingle Ln.,Boston,USA
663,2004-02-10T00:00:00Z,Shipped,Signal Collectibles Ltd.,2793 Furth Circle,Brisbane,USA
664,2004-03-15T00:00:00Z,Shipped,"Blauer See Auto, Co.",Lyonerstr. 34,Frankfurt,Germany
665,2004-05-05T00:00:00Z,Shipped,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain
666,2004-06-15T00:00:00Z,Shipped,Handji Gifts& Co,Village Close - 106 Linden Road Sandown,Singapore,Singapore
667,2004-07-20T00:00:00Z,Shipped,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA
668,2004-08-20T00:00:00Z,Shipped,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA
669,2004-09-08T00:00:00Z,Shipped,Land of Toys Inc.,897 Long Airport Avenue,NYC,USA
670,2004-10-13T00:00:00Z,Shipped,Marta's Replicas Co.,39323 Spinnaker Dr.,Cambridge,USA
671,2004-10-22T00:00:00Z,Shipped,Heintze Collectables,Smagsloget 45,Aaarhus,Denmark
672,2004-11-05T00:00:00Z,Shipped,Vitachrome Inc.,2678 Kingston Rd.,NYC,USA
673,2004-11-20T00:00:00Z,Shipped,"La Corne D'abondance, Co.","265, boulevard Charonne",Paris,France
674,2004-12-01T00:00:00Z,Shipped,Muscle Machine Inc,4092 Furth Circle,NYC,USA
675,2004-12-10T00:00:00Z,Shipped,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain
676,2005-01-23T00:00:00Z,Shipped,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA
677,2005-02-17T00:00:00Z,Shipped,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA
678,2005-05-03T00:00:00Z,Shipped,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain
679,2005-05-31T00:00:00Z,In Process,La Rochelle Gifts,"67, rue des Cinquante Otages",Nantes,France
680,2003-01-06T00:00:00Z,Shipped,Online Diecast Creations Co.,2304 Long Airport Avenue,Nashua,USA
681,2003-03-18T00:00:00Z,Shipped,"AV Stores, Co.",Fauntleroy Circus,Manchester,UK
682,2003-05-21T00:00:00Z,Shipped,Signal Gift Stores,8489 Strong St.,Las Vegas,USA
683,2003-09-12T00:00:00Z,Shipped,Signal Collectibles Ltd.,2793 Furth Circle,Brisbane,USA
684,2003-10-18T00:00:00Z,Shipped,Corporate Gift Ideas Co.,7734 Strong St.,San Francisco,USA
685,2003-11-05T00:00:00Z,Shipped,Rovelli Gifts,Via Ludovico il Moro 22,Bergamo,Italy
686,2003-11-12T00:00:00Z,Shipped,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA
687,2003-11-21T00:00:00Z,Shipped,"Australian Collectables, Ltd",7 Allen Street,Glen Waverly,Australia
688,2003-12-02T00:00:00Z,Shipped,Muscle Machine Inc,4092 Furth Circle,NYC,USA
689,2004-01-26T00:00:00Z,Shipped,"Corrida Auto Replicas, Ltd","C/ Araquil, 67",Madrid,Spain
690,2004-03-02T00:00:00Z,Shipped,"Saveley & Henriot, Co.","2, rue du Commerce",Lyon,France
691,2004-04-13T00:00:00Z,Shipped,Mini Caravy,"24, place Kluber",Strasbourg,France
692,2004-08-17T00:00:00Z,Shipped,Amica Models & Co.,Via Monte Bianco 34,Torino,Italy
693,2004-09-01T00:00:00Z,Shipped,Handji Gifts& Co,Village Close - 106 Linden Road Sandown,Singapore,Singapore
694,2004-10-06T00:00:00Z,Shipped,"Iberia Gift Imports, Corp.","C/ Romero, 33",Sevilla,Spain
695,2004-10-21T00:00:00Z,Shipped,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA
696,2004-11-17T00:00:00Z,Shipped,"AV Stores, Co.",Fauntleroy Circus,Manchester,UK
697,2004-11-25T00:00:00Z,Shipped,Marseille Mini Autos,"12, rue des Bouchers",Marseille,France
698,2005-01-12T00:00:00Z,Resolved,Toys4GrownUps.com,78934 Hillside Dr.,Pasadena,USA
699,2005-02-10T00:00:00Z,Shipped,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain
700,2005-04-22T00:00:00Z,On Hold,The Sharp Gifts Warehouse,3086 Ingle Ln.,San Jose,USA
701,2005-05-29T00:00:00Z,In Process,Souveniers And Things Co.,"Monitor Money Building, 815 Pacific Hwy",Chatswood,Australia
702,2003-01-31T00:00:00Z,Shipped,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain
703,2003-04-01T00:00:00Z,Shipped,"La Corne D'abondance, Co.","265, boulevard Charonne",Paris,France
704,2003-06-03T00:00:00Z,Shipped,Muscle Machine Inc,4092 Furth Circle,NYC,USA
705,2003-08-01T00:00:00Z,Shipped,Suominen Souveniers,"Software Engineering Center, SEC Oy",Espoo,Finland
706,2003-09-21T00:00:00Z,Shipped,"Oulu Toy Supplies, Inc.",Torikatu 38,Oulu,Finland
707,2003-10-22T00:00:00Z,Shipped,"Dragon Souveniers, Ltd.","Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Singapore
708,2003-11-06T00:00:00Z,Shipped,"Stylish Desk Decors, Co.",35 King George,London,UK
709,2003-11-14T00:00:00Z,Shipped,"Iberia Gift Imports, Corp.","C/ Romero, 33",Sevilla,Spain
710,2003-11-25T00:00:00Z,Shipped,Mini Classics,3758 North Pendale Street,White Plains,USA
711,2003-12-09T00:00:00Z,Shipped,Diecast Collectables,6251 Ingle Ln.,Boston,USA
712,2004-03-11T00:00:00Z,Shipped,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA
713,2004-05-05T00:00:00Z,Shipped,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain
714,2004-06-15T00:00:00Z,Shipped,Handji Gifts& Co,Village Close - 106 Linden Road Sandown,Singapore,Singapore
715,2004-07-20T00:00:00Z,Shipped,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA
716,2004-08-19T00:00:00Z,Shipped,Diecast Classics Inc.,7586 Pompton St.,Allentown,USA
717,2004-09-08T00:00:00Z,Shipped,Land of Toys Inc.,897 Long Airport Avenue,NYC,USA
718,2004-10-13T00:00:00Z,Shipped,Marta's Replicas Co.,39323 Spinnaker Dr.,Cambridge,USA
719,2004-10-22T00:00:00Z,Shipped,Canadian Gift Exchange Network,1900 Oak St.,Vancouver,Canada
720,2004-11-05T00:00:00Z,Shipped,Vitachrome Inc.,2678 Kingston Rd.,NYC,USA
721,2004-11-19T00:00:00Z,On Hold,"Volvo Model Replicas, Co",Berguvsvâ€žgen  8,Lule,Sweden
722,2004-12-01T00:00:00Z,Shipped,Muscle Machine Inc,4092 Furth Circle,NYC,USA
723,2004-12-10T00:00:00Z,Shipped,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain
724,2005-01-20T00:00:00Z,Shipped,"Anna's Decorations, Ltd",201 Miller Street,North Sydney,Australia
725,2005-02-22T00:00:00Z,Shipped,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain
726,2005-05-03T00:00:00Z,Shipped,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain
727,2005-05-31T00:00:00Z,In Process,La Rochelle Gifts,"67, rue des Cinquante Otages",Nantes,France
728,2003-01-09T00:00:00Z,Shipped,"Blauer See Auto, Co.",Lyonerstr. 34,Frankfurt,Germany
729,2003-03-18T00:00:00Z,Shipped,"AV Stores, Co.",Fauntleroy Circus,Manchester,UK
730,2003-05-21T00:00:00Z,Shipped,Signal Gift Stores,8489 Strong St.,Las Vegas,USA
731,2003-09-12T00:00:00Z,Shipped,Signal Collectibles Ltd.,2793 Furth Circle,Brisbane,USA
732,2003-10-18T00:00:00Z,Shipped,Corporate Gift Ideas Co.,7734 Strong St.,San Francisco,USA
733,2003-11-05T00:00:00Z,Shipped,Rovelli Gifts,Via Ludovico il Moro 22,Bergamo,Italy
734,2003-11-12T00:00:00Z,Shipped,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA
735,2003-11-21T00:00:00Z,Shipped,"Australian Collectables, Ltd",7 Allen Street,Glen Waverly,Australia
736,2003-12-02T00:00:00Z,Shipped,Muscle Machine Inc,4092 Furth Circle,NYC,USA
737,2004-01-26T00:00:00Z,Shipped,"Corrida Auto Replicas, Ltd","C/ Araquil, 67",Madrid,Spain
738,2004-03-02T00:00:00Z,Shipped,"Saveley & Henriot, Co.","2, rue du Commerce",Lyon,France
739,2004-04-26T00:00:00Z,Shipped,Diecast Collectables,6251 Ingle Ln.,Boston,USA
740,2004-08-17T00:00:00Z,Shipped,Amica Models & Co.,Via Monte Bianco 34,Torino,Italy
741,2004-09-01T00:00:00Z,Shipped,Handji Gifts& Co,Village Close - 106 Linden Road Sandown,Singapore,Singapore
742,2004-10-11T00:00:00Z,Shipped,Auto Assoc. & Cie.,"67, avenue de l'Europe",Versailles,France
743,2004-10-21T00:00:00Z,Shipped,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA
744,2004-11-04T00:00:00Z,Shipped,Online Diecast Creations Co.,2304 Long Airport Avenue,Nashua,USA
745,2004-11-17T00:00:00Z,Shipped,"AV Stores, Co.",Fauntleroy Circus,Manchester,UK
746,2004-11-25T00:00:00Z,Shipped,Marseille Mini Autos,"12, rue des Bouchers",Marseille,France
747,2004-12-09T00:00:00Z,Shipped,Lyon Souveniers,27 rue du Colonel Pierre Avia,Paris,France
748,2005-01-12T00:00:00Z,Resolved,Toys4GrownUps.com,78934 Hillside Dr.,Pasadena,USA
749,2005-02-16T00:00:00Z,Shipped,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain
750,2005-03-04T00:00:00Z,Shipped,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA
751,2005-04-23T00:00:00Z,Shipped,Handji Gifts& Co,Village Close - 106 Linden Road Sandown,Singapore,Singapore
752,2005-05-29T00:00:00Z,In Process,Souveniers And Things Co.,"Monitor Money Building, 815 Pacific Hwy",Chatswood,Australia
753,2003-01-29T00:00:00Z,Shipped,Baane Mini Imports,Erling Skakkes gate 78,Stavern,Norway
754,2003-04-01T00:00:00Z,Shipped,"La Corne D'abondance, Co.","265, boulevard Charonne",Paris,France
755,2003-05-28T00:00:00Z,Shipped,"Corrida Auto Replicas, Ltd","C/ Araquil, 67",Madrid,Spain
756,2003-07-24T00:00:00Z,Shipped,Technics Stores Inc.,9408 Furth Circle,Burlingame,USA
757,2003-09-21T00:00:00Z,Shipped,"Oulu Toy Supplies, Inc.",Torikatu 38,Oulu,Finland
758,2003-10-22T00:00:00Z,Shipped,"Dragon Souveniers, Ltd.","Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Singapore
759,2003-11-06T00:00:00Z,Shipped,"Stylish Desk Decors, Co.",35 King George,London,UK
760,2003-11-14T00:00:00Z,Shipped,"Iberia Gift Imports, Corp.","C/ Romero, 33",Sevilla,Spain
761,2003-11-25T00:00:00Z,Shipped,"Saveley & Henriot, Co.","2, rue du Commerce",Lyon,France
762,2003-12-09T00:00:00Z,Shipped,Diecast Collectables,6251 Ingle Ln.,Boston,USA
763,2004-02-04T00:00:00Z,Shipped,Handji Gifts& Co,Village Close - 106 Linden Road Sandown,Singapore,Singapore
764,2004-03-11T00:00:00Z,Shipped,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA
765,2004-05-05T00:00:00Z,Shipped,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain
766,2004-06-15T00:00:00Z,Shipped,Handji Gifts& Co,Village Close - 106 Linden Road Sandown,Singapore,Singapore
767,2004-07-20T00:00:00Z,Shipped,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA
768,2004-08-19T00:00:00Z,Shipped,Diecast Classics Inc.,7586 Pompton St.,Allentown,USA
769,2004-09-08T00:00:00Z,Shipped,Scandinavian Gift Ideas,?kergatan 24,Boras,Sweden
770,2004-10-13T00:00:00Z,Shipped,Marta's Replicas Co.,39323 Spinnaker Dr.,Cambridge,USA
771,2004-10-22T00:00:00Z,Shipped,Canadian Gift Exchange Network,1900 Oak St.,Vancouver,Canada
772,2004-11-04T00:00:00Z,Shipped,Online Diecast Creations Co.,2304 Long Airport Avenue,Nashua,USA
773,2004-11-19T00:00:00Z,On Hold,"Volvo Model Replicas, Co",Berguvsvâ€žgen  8,Lule,Sweden
774,2004-11-29T00:00:00Z,Shipped,"Australian Collectors, Co.",636 St Kilda Road,Melbourne,Australia
775,2004-12-10T00:00:00Z,Shipped,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA
776,2005-01-20T00:00:00Z,Shipped,"Anna's Decorations, Ltd",201 Miller Street,North Sydney,Australia
777,2005-02-17T00:00:00Z,Shipped,Corporate Gift Ideas Co.,7734 Strong St.,San Francisco,USA
778,2005-03-09T00:00:00Z,Shipped,"Anna's Decorations, Ltd",201 Miller Street,North Sydney,Australia
779,2005-05-03T00:00:00Z,Shipped,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain
780,2005-05-31T00:00:00Z,In Process,La Rochelle Gifts,"67, rue des Cinquante Otages",Nantes,France
781,2003-02-17T00:00:00Z,Shipped,Rovelli Gifts,Via Ludovico il Moro 22,Bergamo,Italy
782,2003-04-29T00:00:00Z,Shipped,"Australian Collectors, Co.",636 St Kilda Road,Melbourne,Australia
783,2003-06-27T00:00:00Z,Shipped,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain
784,2003-08-25T00:00:00Z,Shipped,Toys4GrownUps.com,78934 Hillside Dr.,Pasadena,USA
785,2003-10-28T00:00:00Z,Shipped,Technics Stores Inc.,9408 Furth Circle,Burlingame,USA
786,2004-01-12T00:00:00Z,Shipped,Osaka Souveniers Co.,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,Japan
787,2004-02-20T00:00:00Z,Shipped,"Australian Collectors, Co.",636 St Kilda Road,Melbourne,Australia
788,2004-04-02T00:00:00Z,Shipped,"Royal Canadian Collectables, Ltd.",23 Tsawassen Blvd.,Tsawassen,Canada
789,2004-05-11T00:00:00Z,Shipped,The Sharp Gifts Warehouse,3086 Ingle Ln.,San Jose,USA
790,2004-06-28T00:00:00Z,Shipped,Gift Depot Inc.,25593 South Bay Ln.,Bridgewater,USA
791,2004-07-23T00:00:00Z,Shipped,La Rochelle Gifts,"67, rue des Cinquante Otages",Nantes,France
792,2004-08-21T00:00:00Z,Shipped,"Norway Gifts By Mail, Co.","Drammensveien 126 A, PB 744 Sentrum",Oslo,Norway
793,2004-09-16T00:00:00Z,Shipped,"Clover Collections, Co.",25 Maiden Lane,Dublin,Ireland
794,2004-10-15T00:00:00Z,Shipped,Mini Classics,3758 North Pendale Street,White Plains,USA
795,2004-11-02T00:00:00Z,Shipped,Diecast Classics Inc.,7586 Pompton St.,Allentown,USA
796,2004-11-10T00:00:00Z,Resolved,Danish Wholesale Imports,Vinb'ltet 34,Kobenhavn,Denmark
797,2004-11-23T00:00:00Z,Shipped,"Tokyo Collectables, Ltd",2-2-8 Roppongi,Minato-ku,Japan
798,2004-12-04T00:00:00Z,Shipped,Gift Ideas Corp.,2440 Pompton St.,Glendale,USA
799,2005-02-02T00:00:00Z,Shipped,"Australian Gift Network, Co",31 Duncan St. West End,South Brisbane,Australia
800,2005-03-01T00:00:00Z,Resolved,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain
801,2005-03-30T00:00:00Z,Shipped,Reims Collectables,59 rue de l'Abbaye,Reims,France
802,2005-04-03T00:00:00Z,On Hold,Tekni Collectables Inc.,7476 Moss Rd.,Newark,USA
803,2005-05-10T00:00:00Z,Shipped,L'ordine Souveniers,Strada Provinciale 124,Reggio Emilia,Italy
804,2003-02-24T00:00:00Z,Shipped,Land of Toys Inc.,897 Long Airport Avenue,NYC,USA
805,2003-04-29T00:00:00Z,Shipped,"Australian Collectors, Co.",636 St Kilda Road,Melbourne,Australia
806,2003-07-01T00:00:00Z,Shipped,Lyon Souveniers,27 rue du Colonel Pierre Avia,Paris,France
807,2003-08-25T00:00:00Z,Shipped,Toys4GrownUps.com,78934 Hillside Dr.,Pasadena,USA
808,2003-10-10T00:00:00Z,Shipped,Corporate Gift Ideas Co.,7734 Strong St.,San Francisco,USA
809,2003-10-28T00:00:00Z,Shipped,Technics Stores Inc.,9408 Furth Circle,Burlingame,USA
810,2003-11-11T00:00:00Z,Shipped,Daedalus Designs Imports,"184, chausse de Tournai",Lille,France
811,2003-11-18T00:00:00Z,Shipped,Herkku Gifts,"Drammen 121, PR 744 Sentrum",Bergen,Norway
812,2003-12-01T00:00:00Z,Shipped,Mini Wheels Co.,5557 North Pendale Street,San Francisco,USA
813,2004-01-12T00:00:00Z,Shipped,Osaka Souveniers Co.,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,Japan
814,2004-02-20T00:00:00Z,Shipped,"Australian Collectors, Co.",636 St Kilda Road,Melbourne,Australia
815,2004-04-03T00:00:00Z,Shipped,Motor Mint Distributors Inc.,11328 Douglas Av.,Philadelphia,USA
816,2004-05-18T00:00:00Z,Shipped,Tekni Collectables Inc.,7476 Moss Rd.,Newark,USA
817,2004-06-28T00:00:00Z,Shipped,Gift Depot Inc.,25593 South Bay Ln.,Bridgewater,USA
818,2004-07-23T00:00:00Z,Shipped,La Rochelle Gifts,"67, rue des Cinquante Otages",Nantes,France
819,2004-08-27T00:00:00Z,Shipped,Marta's Replicas Co.,39323 Spinnaker Dr.,Cambridge,USA
820,2004-09-27T00:00:00Z,Shipped,Atelier graphique,"54, rue Royale",Nantes,France
821,2004-10-15T00:00:00Z,Shipped,Mini Classics,3758 North Pendale Street,White Plains,USA
822,2004-11-02T00:00:00Z,Shipped,Diecast Classics Inc.,7586 Pompton St.,Allentown,USA
823,2004-11-15T00:00:00Z,Shipped,Land of Toys Inc.,897 Long Airport Avenue,NYC,USA
824,2004-11-23T00:00:00Z,Shipped,"Tokyo Collectables, Ltd",2-2-8 Roppongi,Minato-ku,Japan
825,2005-01-05T00:00:00Z,Shipped,Technics Stores Inc.,9408 Furth Circle,Burlingame,USA
826,2005-02-02T00:00:00Z,Shipped,"Australian Gift Network, Co",31 Duncan St. West End,South Brisbane,Australia
